"Case Number","Incident Datetime","Incident ID","Incident Type Primary","Incident Description","Parent Incident Type","Hour of Day","Day of Week","Address","City","State","Location","Latitude","Longitude","Created At","updated_at","zip_code","neighborhood","Council District","Council District 2011","Census Tract","Census Block Group","Census Block","2010 Census Tract ","2010 Census Block Group","2010 Census Block","Police District","TRACTCE20","GEOID20_tract","GEOID20_blockgroup","GEOID20_block"
"25-2621327","2025 Sep 19 10:44:11 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","22","Friday","1800 Block S PARK AV","Buffalo","NY","POINT (-78.824 42.848)","42.848","-78.824","2025 Sep 19 10:45:11 PM",,"14220","Hopkins-Tifft","SOUTH","SOUTH","2","3","3000","2","3","3000","District A","000200","36029000200","360290002003","360290002003000"
"25-2621349","2025 Sep 19 10:57:16 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","22","Friday","1000 Block E LOVEJOY ST","Buffalo","NY","POINT (-78.808 42.889)","42.889","-78.808","2025 Sep 19 10:58:16 PM",,"14206","Lovejoy","LOVEJOY","LOVEJOY","23","4","4000","23","4","4000","District C","002300","36029002300","360290023004","360290023004000"
"25-2650710","2025 Sep 20 12:00:19 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Monday","2100 Block NIAGARA ST","Buffalo","NY","POINT (-78.907 42.943)","42.943","-78.907","2025 Sep 22 03:23:19 PM",,"14207","Black Rock","NORTH","NORTH","59","2","2006","59","2","2007","District D","005900","36029005900","360290059002","360290059002006"
"25-2640649","2025 Sep 20 12:00:19 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","14","Sunday","0 Block W CHIPPEWA ST","Buffalo","NY","POINT (-78.876 42.891)","42.891","-78.876","2025 Sep 21 02:30:19 PM",,"14202","Central","FILLMORE","ELLICOTT","165","2","2007","165","1","1009","District B","016500","36029016500","360290165002","360290165002007"
"25-2660537","2025 Sep 20 12:00:37 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Tuesday","500 Block ELMWOOD AV","Buffalo","NY","POINT (-78.877 42.911)","42.911","-78.877","2025 Sep 23 12:27:37 PM",,"14222","Elmwood Bryant","ELLICOTT","NIAGARA","67.02","2","2000","67.02","3","3000","District B","006702","36029006702","360290067022","360290067022000"
"25-2630616","2025 Sep 20 12:01:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Saturday","100 Block COMMONWEALTH AV","Buffalo","NY","POINT (-78.862 42.947)","42.947","-78.862","2025 Sep 20 02:20:00 PM",,"14216","North Park","DELAWARE","DELAWARE","49.01","2","2002","49","4","4002","District D","004901","36029004901","360290049012","360290049012002"
"25-2630451","2025 Sep 20 12:01:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","11","Saturday","100 Block IMSON ST","Buffalo","NY","POINT (-78.906 42.958)","42.958","-78.906","2025 Sep 20 11:53:19 AM",,"14207","Riverside","NORTH","NORTH","58.01","3","3001","58.01","3","3001","District D","005801","36029005801","360290058013","360290058013001"
"25-2630057","2025 Sep 20 12:56:53 AM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","0","Saturday","MAIN ST & COURT ST","Buffalo","NY","POINT (-78.874 42.885)","42.885","-78.874","2025 Sep 20 12:57:53 AM",,"14203","Central","FILLMORE","ELLICOTT","165","1","1034","165","1","1072","District B","016500","36029016500","360290165001","360290165001034"
"25-2630162","2025 Sep 20 02:55:07 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","3","Saturday","400 Block GRIDER ST","Buffalo","NY","POINT (-78.829 42.918)","42.918","-78.829","2025 Sep 20 03:41:07 AM",,"14215","Delavan Grider","MASTEN","MASTEN","34","5","5017","34","5","5019","District E","003400","36029003400","360290034005","360290034005017"
"25-2630437","2025 Sep 20 03:00:00 AM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","11","Saturday","900 Block BROADWAY ST","Buffalo","NY","POINT (-78.8 42.925)","42.925","-78.8","2025 Sep 20 11:42:32 AM",,"14215","Kenfield","UNIVERSITY","UNIVERSITY","41","4","4000","41","4","4000","District E","004100","36029004100","360290041004","360290041004000"
"25-2640049","2025 Sep 20 05:00:00 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","0","Sunday","DELAWARE AV & W CHIPPEWA ST","Buffalo","NY","POINT (-78.877 42.891)","42.891","-78.877","2025 Sep 21 12:42:00 AM",,"14202","Central","FILLMORE","ELLICOTT","165","2","2013","165","1","1014","District B","016500","36029016500","360290165002","360290165002013"
"25-2630218","2025 Sep 20 06:18:04 AM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","6","Saturday","400 Block PLYMOUTH AV","Buffalo","NY","POINT (-78.892 42.909)","42.909","-78.892","2025 Sep 20 06:19:04 AM",,"14213","West Side","NIAGARA","NIAGARA","69.01","4","4000","69.01","4","4000","District B","006901","36029006901","360290069014","360290069014000"
"25-2630581","2025 Sep 20 06:45:00 AM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","13","Saturday","100 Block ALLEN ST","Buffalo","NY","POINT (-78.877 42.9)","42.9","-78.877","2025 Sep 20 01:40:02 PM",,"14201","Allentown","FILLMORE","FILLMORE","68.02","1","1000","68","1","1000","District B","006802","36029006802","360290068021","360290068021000"
"25-2630270","2025 Sep 20 08:04:49 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","8","Saturday","100 Block DAVIDSON AV","Buffalo","NY","POINT (-78.808 42.937)","42.937","-78.808","2025 Sep 20 08:05:49 AM",,"14215","Kensington-Bailey","UNIVERSITY","UNIVERSITY","44.01","2","2000","44.01","2","2000","District E","004401","36029004401","360290044012","360290044012000"
"25-2630312","2025 Sep 20 08:30:00 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","9","Saturday","0 Block VIRGIL AV","Buffalo","NY","POINT (-78.864 42.949)","42.949","-78.864","2025 Sep 20 09:20:32 AM",,"14216","North Park","DELAWARE","DELAWARE","49.02","3","3001","49","5","5001","District D","004902","36029004902","360290049023","360290049023001"
"25-2760277","2025 Sep 20 09:00:09 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","9","Friday","100 Block WOODBRIDGE AV","Buffalo","NY","POINT (-78.838 42.945)","42.945","-78.838","2025 Oct 03 09:13:09 AM",,"14214","Central Park","DELAWARE","DELAWARE","45","4","4001","45","4","4001","District D","004500","36029004500","360290045004","360290045004001"
"25-2630834","2025 Sep 20 10:00:00 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","17","Saturday","0 Block ROSE ST","Buffalo","NY","POINT (-78.856 42.897)","42.897","-78.856","2025 Sep 20 05:29:52 PM",,"14204","Fruit Belt","ELLICOTT","ELLICOTT","31","2","2012","31","2","2012","District B","003100","36029003100","360290031002","360290031002012"
"25-2640632","2025 Sep 20 10:30:57 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Sunday","1300 Block FILLMORE AV","Buffalo","NY","POINT (-78.839 42.91)","42.91","-78.839","2025 Sep 21 02:15:57 PM",,"14211","MLK Park","MASTEN","MASTEN","35.02","2","2000","35","4","4000","District C","003502","36029003502","360290035022","360290035022000"
"25-2631004","2025 Sep 20 11:24:45 AM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","21","Saturday","100 Block HIGH ST","Buffalo","NY","POINT (-78.865 42.901)","42.901","-78.865","2025 Sep 20 09:30:45 PM",,"14203","Fruit Belt","ELLICOTT","ELLICOTT","31","4","4010","31","4","4008","District B","003100","36029003100","360290031004","360290031004010"
"25-2630875","2025 Sep 20 12:00:00 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","16","Saturday","100 Block EDWARD ST","Buffalo","NY","POINT (-78.876 42.896)","42.896","-78.876","2025 Sep 20 04:30:00 PM",,"14202","Allentown","FILLMORE","FILLMORE","68.01","1","1010","68","2","2009","District B","006801","36029006801","360290068011","360290068011010"
"25-2630576","2025 Sep 20 01:34:27 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","13","Saturday","200 Block THOMPSON ST","Buffalo","NY","POINT (-78.901 42.94)","42.94","-78.901","2025 Sep 20 01:34:27 PM",,"14207","Black Rock","NORTH","NORTH","59","3","3003","59","3","3005","District D","005900","36029005900","360290059003","360290059003003"
"25-2630641","2025 Sep 20 02:40:14 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Saturday","1100 Block S PARK AV","Buffalo","NY","POINT (-78.839 42.861)","42.861","-78.839","2025 Sep 20 02:41:14 PM",,"14220","Hopkins-Tifft","LOVEJOY","LOVEJOY","1.10","3","3000","1.10","3","3000","District A","000110","36029000110","360290001103","360290001103000"
"25-2641048","2025 Sep 20 03:00:47 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","20","Sunday","100 Block WEX AV","Buffalo","NY","POINT (-78.808 42.904)","42.904","-78.808","2025 Sep 21 08:19:47 PM",,"14211","Genesee-Moselle","LOVEJOY","LOVEJOY","30","2","2005","30","2","2005","District C","003000","36029003000","360290030002","360290030002005"
